id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_bulan,nama_bulan,tingkat_inflasi,satuan,tahun
762,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5,MEI,-0.49,PERSEN,2024
763,32,JAWA BARAT,3213,KABUPATEN SUBANG,5,MEI,-0.52,PERSEN,2024
764,32,JAWA BARAT,3271,KOTA BOGOR,5,MEI,-0.02,PERSEN,2024
765,32,JAWA BARAT,3272,KOTA SUKABUMI,5,MEI,-0.16,PERSEN,2024
766,32,JAWA BARAT,3273,KOTA BANDUNG,5,MEI,-0.06,PERSEN,2024
767,32,JAWA BARAT,3274,KOTA CIREBON,5,MEI,-0.31,PERSEN,2024
768,32,JAWA BARAT,3275,KOTA BEKASI,5,MEI,-0.08,PERSEN,2024
769,32,JAWA BARAT,3276,KOTA DEPOK,5,MEI,-0.11,PERSEN,2024
770,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5,MEI,-0.23,PERSEN,2024
771,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6,JUNI,0.11,PERSEN,2024
772,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,6,JUNI,0.12,PERSEN,2024
773,32,JAWA BARAT,3213,KABUPATEN SUBANG,6,JUNI,-0.35,PERSEN,2024
774,32,JAWA BARAT,3271,KOTA BOGOR,6,JUNI,-0.11,PERSEN,2024
775,32,JAWA BARAT,3272,KOTA SUKABUMI,6,JUNI,-0.16,PERSEN,2024
776,32,JAWA BARAT,3273,KOTA BANDUNG,6,JUNI,-0.03,PERSEN,2024
777,32,JAWA BARAT,3274,KOTA CIREBON,6,JUNI,-0.34,PERSEN,2024
778,32,JAWA BARAT,3275,KOTA BEKASI,6,JUNI,0.02,PERSEN,2024
779,32,JAWA BARAT,3276,KOTA DEPOK,6,JUNI,-0.11,PERSEN,2024
780,32,JAWA BARAT,3278,KOTA TASIKMALAYA,6,JUNI,-0.04,PERSEN,2024
781,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7,JULI,0.2,PERSEN,2024
782,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,7,JULI,0.15,PERSEN,2024
783,32,JAWA BARAT,3213,KABUPATEN SUBANG,7,JULI,0.55,PERSEN,2024
784,32,JAWA BARAT,3271,KOTA BOGOR,7,JULI,-0.07,PERSEN,2024
785,32,JAWA BARAT,3272,KOTA SUKABUMI,7,JULI,-0.15,PERSEN,2024
786,32,JAWA BARAT,3273,KOTA BANDUNG,7,JULI,0.01,PERSEN,2024
787,32,JAWA BARAT,3274,KOTA CIREBON,7,JULI,-0.19,PERSEN,2024
788,32,JAWA BARAT,3275,KOTA BEKASI,7,JULI,0.04,PERSEN,2024
789,32,JAWA BARAT,3276,KOTA DEPOK,7,JULI,-0.1,PERSEN,2024
790,32,JAWA BARAT,3278,KOTA TASIKMALAYA,7,JULI,0.02,PERSEN,2024
791,32,JAWA BARAT,3204,KABUPATEN BANDUNG,8,AGUSTUS,-0.13,PERSEN,2024
792,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,8,AGUSTUS,0.17,PERSEN,2024
793,32,JAWA BARAT,3213,KABUPATEN SUBANG,8,AGUSTUS,0.12,PERSEN,2024
794,32,JAWA BARAT,3271,KOTA BOGOR,8,AGUSTUS,0.04,PERSEN,2024
795,32,JAWA BARAT,3272,KOTA SUKABUMI,8,AGUSTUS,0.02,PERSEN,2024
796,32,JAWA BARAT,3273,KOTA BANDUNG,8,AGUSTUS,0.13,PERSEN,2024
797,32,JAWA BARAT,3274,KOTA CIREBON,8,AGUSTUS,0.03,PERSEN,2024
798,32,JAWA BARAT,3275,KOTA BEKASI,8,AGUSTUS,-0.01,PERSEN,2024
799,32,JAWA BARAT,3276,KOTA DEPOK,8,AGUSTUS,0.3,PERSEN,2024
800,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8,AGUSTUS,0.07,PERSEN,2024
801,32,JAWA BARAT,3204,KABUPATEN BANDUNG,9,SEPTEMBER,-0.2,PERSEN,2024
802,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,9,SEPTEMBER,-0.07,PERSEN,2024
803,32,JAWA BARAT,3213,KABUPATEN SUBANG,9,SEPTEMBER,-0.38,PERSEN,2024
804,32,JAWA BARAT,3271,KOTA BOGOR,9,SEPTEMBER,-0.14,PERSEN,2024
805,32,JAWA BARAT,3272,KOTA SUKABUMI,9,SEPTEMBER,-0.19,PERSEN,2024
806,32,JAWA BARAT,3273,KOTA BANDUNG,9,SEPTEMBER,-0.24,PERSEN,2024
807,32,JAWA BARAT,3274,KOTA CIREBON,9,SEPTEMBER,-0.15,PERSEN,2024
808,32,JAWA BARAT,3275,KOTA BEKASI,9,SEPTEMBER,-0.38,PERSEN,2024
809,32,JAWA BARAT,3276,KOTA DEPOK,9,SEPTEMBER,-0.01,PERSEN,2024
810,32,JAWA BARAT,3278,KOTA TASIKMALAYA,9,SEPTEMBER,-0.08,PERSEN,2024
811,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10,OKTOBER,0.04,PERSEN,2024
812,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10,OKTOBER,0.02,PERSEN,2024
813,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,OKTOBER,0.12,PERSEN,2024
814,32,JAWA BARAT,3271,KOTA BOGOR,10,OKTOBER,0.08,PERSEN,2024
815,32,JAWA BARAT,3272,KOTA SUKABUMI,10,OKTOBER,0.4,PERSEN,2024
816,32,JAWA BARAT,3273,KOTA BANDUNG,10,OKTOBER,0.04,PERSEN,2024
817,32,JAWA BARAT,3274,KOTA CIREBON,10,OKTOBER,0.07,PERSEN,2024
818,32,JAWA BARAT,3275,KOTA BEKASI,10,OKTOBER,-0.08,PERSEN,2024
819,32,JAWA BARAT,3276,KOTA DEPOK,10,OKTOBER,0.06,PERSEN,2024
820,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10,OKTOBER,-0.07,PERSEN,2024
821,32,JAWA BARAT,3204,KABUPATEN BANDUNG,11,NOVEMBER,0.37,PERSEN,2024
822,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,11,NOVEMBER,0.26,PERSEN,2024
823,32,JAWA BARAT,3213,KABUPATEN SUBANG,11,NOVEMBER,0.27,PERSEN,2024
824,32,JAWA BARAT,3271,KOTA BOGOR,11,NOVEMBER,0.26,PERSEN,2024
825,32,JAWA BARAT,3272,KOTA SUKABUMI,11,NOVEMBER,0.34,PERSEN,2024
826,32,JAWA BARAT,3273,KOTA BANDUNG,11,NOVEMBER,0.2,PERSEN,2024
827,32,JAWA BARAT,3274,KOTA CIREBON,11,NOVEMBER,0.18,PERSEN,2024
828,32,JAWA BARAT,3275,KOTA BEKASI,11,NOVEMBER,0.18,PERSEN,2024
829,32,JAWA BARAT,3276,KOTA DEPOK,11,NOVEMBER,0.2,PERSEN,2024
830,32,JAWA BARAT,3278,KOTA TASIKMALAYA,11,NOVEMBER,0.18,PERSEN,2024
831,32,JAWA BARAT,3204,KABUPATEN BANDUNG,12,DESEMBER,0.2,PERSEN,2024
832,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12,DESEMBER,0.37,PERSEN,2024
833,32,JAWA BARAT,3213,KABUPATEN SUBANG,12,DESEMBER,0.54,PERSEN,2024
834,32,JAWA BARAT,3271,KOTA BOGOR,12,DESEMBER,0.49,PERSEN,2024
835,32,JAWA BARAT,3272,KOTA SUKABUMI,12,DESEMBER,0.84,PERSEN,2024
836,32,JAWA BARAT,3273,KOTA BANDUNG,12,DESEMBER,0.4,PERSEN,2024
837,32,JAWA BARAT,3274,KOTA CIREBON,12,DESEMBER,0.43,PERSEN,2024
838,32,JAWA BARAT,3275,KOTA BEKASI,12,DESEMBER,0.33,PERSEN,2024
839,32,JAWA BARAT,3276,KOTA DEPOK,12,DESEMBER,0.24,PERSEN,2024
840,32,JAWA BARAT,3278,KOTA TASIKMALAYA,12,DESEMBER,0.43,PERSEN,2024
841,32,JAWA BARAT,3204,KABUPATEN BANDUNG,1,JANUARI,-0.99,PERSEN,2025
842,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1,JANUARI,-0.33,PERSEN,2025
843,32,JAWA BARAT,3213,KABUPATEN SUBANG,1,JANUARI,-0.99,PERSEN,2025
844,32,JAWA BARAT,3271,KOTA BOGOR,1,JANUARI,-0.54,PERSEN,2025
845,32,JAWA BARAT,3272,KOTA SUKABUMI,1,JANUARI,-0.6,PERSEN,2025
846,32,JAWA BARAT,3273,KOTA BANDUNG,1,JANUARI,-0.89,PERSEN,2025
847,32,JAWA BARAT,3274,KOTA CIREBON,1,JANUARI,-0.77,PERSEN,2025
848,32,JAWA BARAT,3275,KOTA BEKASI,1,JANUARI,-0.26,PERSEN,2025
849,32,JAWA BARAT,3276,KOTA DEPOK,1,JANUARI,-0.76,PERSEN,2025
850,32,JAWA BARAT,3278,KOTA TASIKMALAYA,1,JANUARI,-0.79,PERSEN,2025
851,32,JAWA BARAT,3204,KABUPATEN BANDUNG,2,FEBRUARI,"-0,53",PERSEN,2025
852,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,2,FEBRUARI,"-0,97",PERSEN,2025
853,32,JAWA BARAT,3213,KABUPATEN SUBANG,2,FEBRUARI,"-0,56",PERSEN,2025
854,32,JAWA BARAT,3271,KOTA BOGOR,2,FEBRUARI,"-0,73",PERSEN,2025
855,32,JAWA BARAT,3272,KOTA SUKABUMI,2,FEBRUARI,"-0,35",PERSEN,2025
856,32,JAWA BARAT,3273,KOTA BANDUNG,2,FEBRUARI,"-0,73",PERSEN,2025
857,32,JAWA BARAT,3274,KOTA CIREBON,2,FEBRUARI,"-0,78",PERSEN,2025
858,32,JAWA BARAT,3275,KOTA BEKASI,2,FEBRUARI,"-0,47",PERSEN,2025
859,32,JAWA BARAT,3276,KOTA DEPOK,2,FEBRUARI,"-0,73",PERSEN,2025
860,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2,FEBRUARI,"-0,32",PERSEN,2025
861,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3,MARET,1.7,PERSEN,2025
862,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,3,MARET,1.1,PERSEN,2025
863,32,JAWA BARAT,3213,KABUPATEN SUBANG,3,MARET,1.73,PERSEN,2025
864,32,JAWA BARAT,3271,KOTA BOGOR,3,MARET,1.54,PERSEN,2025
865,32,JAWA BARAT,3272,KOTA SUKABUMI,3,MARET,1.61,PERSEN,2025
866,32,JAWA BARAT,3273,KOTA BANDUNG,3,MARET,1.69,PERSEN,2025
867,32,JAWA BARAT,3274,KOTA CIREBON,3,MARET,1.94,PERSEN,2025
868,32,JAWA BARAT,3275,KOTA BEKASI,3,MARET,1.46,PERSEN,2025
869,32,JAWA BARAT,3276,KOTA DEPOK,3,MARET,1.71,PERSEN,2025
870,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3,MARET,1.32,PERSEN,2025
871,32,JAWA BARAT,3204,KABUPATEN BANDUNG,4,APRIL,0.87,PERSEN,2025
872,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,4,APRIL,1.36,PERSEN,2025
873,32,JAWA BARAT,3213,KABUPATEN SUBANG,4,APRIL,0.74,PERSEN,2025
874,32,JAWA BARAT,3271,KOTA BOGOR,4,APRIL,1.07,PERSEN,2025
875,32,JAWA BARAT,3272,KOTA SUKABUMI,4,APRIL,1.13,PERSEN,2025
876,32,JAWA BARAT,3273,KOTA BANDUNG,4,APRIL,0.97,PERSEN,2025
877,32,JAWA BARAT,3274,KOTA CIREBON,4,APRIL,0.7,PERSEN,2025
878,32,JAWA BARAT,3275,KOTA BEKASI,4,APRIL,1.04,PERSEN,2025
879,32,JAWA BARAT,3276,KOTA DEPOK,4,APRIL,1.2,PERSEN,2025
880,32,JAWA BARAT,3278,KOTA TASIKMALAYA,4,APRIL,0.89,PERSEN,2025
881,32,JAWA BARAT,3204,KABUPATEN BANDUNG,5,MEI,-0.37,PERSEN,2025
882,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,5,MEI,-0.06,PERSEN,2025
883,32,JAWA BARAT,3213,KABUPATEN SUBANG,5,MEI,-0.11,PERSEN,2025
884,32,JAWA BARAT,3271,KOTA BOGOR,5,MEI,-0.25,PERSEN,2025
885,32,JAWA BARAT,3272,KOTA SUKABUMI,5,MEI,-0.16,PERSEN,2025
886,32,JAWA BARAT,3273,KOTA BANDUNG,5,MEI,-0.35,PERSEN,2025
887,32,JAWA BARAT,3274,KOTA CIREBON,5,MEI,-0.11,PERSEN,2025
888,32,JAWA BARAT,3275,KOTA BEKASI,5,MEI,-0.46,PERSEN,2025
889,32,JAWA BARAT,3276,KOTA DEPOK,5,MEI,-0.35,PERSEN,2025
890,32,JAWA BARAT,3278,KOTA TASIKMALAYA,5,MEI,-0.01,PERSEN,2025
891,32,JAWA BARAT,3204,KABUPATEN BANDUNG,6,JUNI,0.23,PERSEN,2025
892,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,6,JUNI,0.18,PERSEN,2025
893,32,JAWA BARAT,3213,KABUPATEN SUBANG,6,JUNI,0.24,PERSEN,2025
894,32,JAWA BARAT,3271,KOTA BOGOR,6,JUNI,0.41,PERSEN,2025
895,32,JAWA BARAT,3272,KOTA SUKABUMI,6,JUNI,0.35,PERSEN,2025
896,32,JAWA BARAT,3273,KOTA BANDUNG,6,JUNI,0.27,PERSEN,2025
897,32,JAWA BARAT,3274,KOTA CIREBON,6,JUNI,0.46,PERSEN,2025
898,32,JAWA BARAT,3275,KOTA BEKASI,6,JUNI,0.28,PERSEN,2025
899,32,JAWA BARAT,3276,KOTA DEPOK,6,JUNI,0.24,PERSEN,2025
900,32,JAWA BARAT,3278,KOTA TASIKMALAYA,6,JUNI,0.12,PERSEN,2025
901,32,JAWA BARAT,3204,KABUPATEN BANDUNG,7,JULI,0.37,PERSEN,2025
902,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,7,JULI,0.49,PERSEN,2025
903,32,JAWA BARAT,3213,KABUPATEN SUBANG,7,JULI,0.18,PERSEN,2025
904,32,JAWA BARAT,3271,KOTA BOGOR,7,JULI,0.33,PERSEN,2025
905,32,JAWA BARAT,3272,KOTA SUKABUMI,7,JULI,0.21,PERSEN,2025
906,32,JAWA BARAT,3273,KOTA BANDUNG,7,JULI,0.5,PERSEN,2025
907,32,JAWA BARAT,3274,KOTA CIREBON,7,JULI,0.53,PERSEN,2025
908,32,JAWA BARAT,3275,KOTA BEKASI,7,JULI,0.11,PERSEN,2025
909,32,JAWA BARAT,3276,KOTA DEPOK,7,JULI,0.35,PERSEN,2025
910,32,JAWA BARAT,3278,KOTA TASIKMALAYA,7,JULI,0.25,PERSEN,2025
911,32,JAWA BARAT,3204,KABUPATEN BANDUNG,8,AGUSTUS,-0.22,PERSEN,2025
912,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,8,AGUSTUS,0.01,PERSEN,2025
913,32,JAWA BARAT,3213,KABUPATEN SUBANG,8,AGUSTUS,-0.24,PERSEN,2025
914,32,JAWA BARAT,3271,KOTA BOGOR,8,AGUSTUS,-0.15,PERSEN,2025
915,32,JAWA BARAT,3272,KOTA SUKABUMI,8,AGUSTUS,-0.06,PERSEN,2025
916,32,JAWA BARAT,3273,KOTA BANDUNG,8,AGUSTUS,-0.14,PERSEN,2025
917,32,JAWA BARAT,3274,KOTA CIREBON,8,AGUSTUS,-0.31,PERSEN,2025
918,32,JAWA BARAT,3275,KOTA BEKASI,8,AGUSTUS,-0.19,PERSEN,2025
919,32,JAWA BARAT,3276,KOTA DEPOK,8,AGUSTUS,-0.29,PERSEN,2025
920,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8,AGUSTUS,-0.17,PERSEN,2025
921,32,JAWA BARAT,3204,KABUPATEN BANDUNG,9,SEPTEMBER,0.2,PERSEN,2025
922,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,9,SEPTEMBER,0.21,PERSEN,2025
923,32,JAWA BARAT,3213,KABUPATEN SUBANG,9,SEPTEMBER,0.07,PERSEN,2025
924,32,JAWA BARAT,3271,KOTA BOGOR,9,SEPTEMBER,0.2,PERSEN,2025
925,32,JAWA BARAT,3272,KOTA SUKABUMI,9,SEPTEMBER,0.15,PERSEN,2025
926,32,JAWA BARAT,3273,KOTA BANDUNG,9,SEPTEMBER,0.16,PERSEN,2025
927,32,JAWA BARAT,3274,KOTA CIREBON,9,SEPTEMBER,0.29,PERSEN,2025
928,32,JAWA BARAT,3275,KOTA BEKASI,9,SEPTEMBER,0.23,PERSEN,2025
929,32,JAWA BARAT,3276,KOTA DEPOK,9,SEPTEMBER,0.25,PERSEN,2025
930,32,JAWA BARAT,3278,KOTA TASIKMALAYA,9,SEPTEMBER,0.32,PERSEN,2025
931,32,JAWA BARAT,3204,KABUPATEN BANDUNG,10,OKTOBER,0.39,PERSEN,2025
932,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,10,OKTOBER,0.34,PERSEN,2025
933,32,JAWA BARAT,3213,KABUPATEN SUBANG,10,OKTOBER,0.32,PERSEN,2025
934,32,JAWA BARAT,3271,KOTA BOGOR,10,OKTOBER,0.42,PERSEN,2025
935,32,JAWA BARAT,3272,KOTA SUKABUMI,10,OKTOBER,0.38,PERSEN,2025
936,32,JAWA BARAT,3273,KOTA BANDUNG,10,OKTOBER,0.46,PERSEN,2025
937,32,JAWA BARAT,3274,KOTA CIREBON,10,OKTOBER,0.32,PERSEN,2025
938,32,JAWA BARAT,3275,KOTA BEKASI,10,OKTOBER,0.57,PERSEN,2025
939,32,JAWA BARAT,3276,KOTA DEPOK,10,OKTOBER,0.47,PERSEN,2025
940,32,JAWA BARAT,3278,KOTA TASIKMALAYA,10,OKTOBER,0.41,PERSEN,2025
941,32,JAWA BARAT,3204,KABUPATEN BANDUNG,11,NOVEMBER,0.05,PERSEN,2025
942,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,11,NOVEMBER,0.22,PERSEN,2025
943,32,JAWA BARAT,3213,KABUPATEN SUBANG,11,NOVEMBER,0.05,PERSEN,2025
944,32,JAWA BARAT,3271,KOTA BOGOR,11,NOVEMBER,0.06,PERSEN,2025
945,32,JAWA BARAT,3272,KOTA SUKABUMI,11,NOVEMBER,0.1,PERSEN,2025
946,32,JAWA BARAT,3273,KOTA BANDUNG,11,NOVEMBER,0.24,PERSEN,2025
947,32,JAWA BARAT,3274,KOTA CIREBON,11,NOVEMBER,0.16,PERSEN,2025
948,32,JAWA BARAT,3275,KOTA BEKASI,11,NOVEMBER,0.29,PERSEN,2025
949,32,JAWA BARAT,3276,KOTA DEPOK,11,NOVEMBER,0.05,PERSEN,2025
950,32,JAWA BARAT,3278,KOTA TASIKMALAYA,11,NOVEMBER,0.22,PERSEN,2025
951,32,JAWA BARAT,3204,KABUPATEN BANDUNG,12,DESEMBER,0.44,PERSEN,2025
952,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,12,DESEMBER,0.29,PERSEN,2025
953,32,JAWA BARAT,3213,KABUPATEN SUBANG,12,DESEMBER,0.69,PERSEN,2025
954,32,JAWA BARAT,3271,KOTA BOGOR,12,DESEMBER,0.46,PERSEN,2025
955,32,JAWA BARAT,3272,KOTA SUKABUMI,12,DESEMBER,0.37,PERSEN,2025
956,32,JAWA BARAT,3273,KOTA BANDUNG,12,DESEMBER,0.51,PERSEN,2025
957,32,JAWA BARAT,3274,KOTA CIREBON,12,DESEMBER,0.42,PERSEN,2025
958,32,JAWA BARAT,3275,KOTA BEKASI,12,DESEMBER,0.39,PERSEN,2025
959,32,JAWA BARAT,3276,KOTA DEPOK,12,DESEMBER,0.37,PERSEN,2025
960,32,JAWA BARAT,3278,KOTA TASIKMALAYA,12,DESEMBER,0.4,PERSEN,2025
